Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level,Age_Group,Income_Band,Over_worked_Flag,Promotion_Gap
EMP-07145,39,Male,Manager,11059,2,2,13.2,5,205.1,15,6,6,3,2,36-45,High,Yes,Yes
EMP-07146,37,Male,"Software Engineer",8235,1,1,6.4,2,196.7,12,10,5,1,2,36-45,Medium,No,Yes
EMP-07160,43,Female,"Data Scientist",9629,3,3,9.2,3,175.7,19,12,2,2,2,36-45,High,No,Yes
EMP-07163,45,Male,Manager,10913,3,2,6.6,3,155.2,12,12,5,4,2,36-45,High,No,Yes
EMP-07165,45,Male,"Data Scientist",8881,2,1,4.8,5,152,21,7,6,4,2,36-45,Medium,No,Yes
EMP-07173,34,Male,"HR Specialist",6209,3,2,12,4,212.6,8,7,4,2,2,26-35,Medium,Yes,Yes
EMP-07186,38,Female,Manager,11440,1,3,12,2,165.6,16,10,0,4,2,36-45,High,No,Yes
EMP-07203,40,Female,"HR Specialist",8846,1,2,4.8,4,173.5,6,4,2,2,2,36-45,Medium,No,Yes
EMP-07205,40,Female,"HR Specialist",7226,3,3,14.2,4,194,11,11,2,4,2,36-45,Medium,No,Yes
EMP-07217,46,Female,Manager,11997,2,1,8.3,3,166.8,18,9,1,1,2,45+,High,No,Yes
EMP-07219,44,Female,"Data Scientist",7669,2,4,7.7,5,187.4,15,12,3,3,2,36-45,Medium,No,Yes
EMP-07238,35,Male,"Software Engineer",5891,2,2,7.7,3,124.1,13,10,0,4,2,26-35,Medium,No,Yes
EMP-07243,42,Female,Manager,10155,4,2,6.7,6,171.7,14,14,6,4,2,36-45,High,No,Yes
EMP-07263,32,Female,"Software Engineer",9433,1,3,5.4,5,180.7,11,5,3,4,2,26-35,High,No,Yes
EMP-07264,33,Female,Manager,9876,3,1,1,4,167.4,12,12,4,2,2,26-35,High,No,Yes
EMP-07269,44,Female,"Software Engineer",10713,4,2,1.9,8,196.8,23,15,5,5,2,36-45,High,No,Yes
EMP-07277,35,Female,"Data Scientist",7335,4,1,9.3,6,168,14,9,0,5,2,26-35,Medium,No,Yes
EMP-07286,51,Female,"HR Specialist",10537,3,4,2.9,3,159.3,31,17,0,3,2,45+,High,No,Yes
EMP-07288,41,Male,"Sales Executive",8122,2,3,3.3,8,185.5,11,9,5,1,2,36-45,Medium,No,Yes
EMP-07296,40,Male,"HR Specialist",8469,2,3,2.1,3,204.4,16,12,2,4,2,36-45,Medium,Yes,Yes
EMP-07300,32,Male,"Software Engineer",6390,2,2,21.8,2,187.8,7,4,4,3,2,26-35,Medium,No,Yes
EMP-07306,45,Female,Analyst,11223,3,1,10.8,4,196.7,19,19,2,2,2,36-45,High,No,Yes
EMP-07311,56,Male,Analyst,12040,4,3,1,8,229.9,27,17,4,2,2,45+,High,Yes,Yes
EMP-07312,36,Male,Analyst,8383,3,1,2,2,204.6,6,6,2,3,2,36-45,Medium,Yes,Yes
EMP-07313,32,Female,"Data Scientist",8384,2,1,7.2,5,127.5,10,8,6,3,2,26-35,Medium,No,Yes
EMP-07314,40,Female,"HR Specialist",9862,3,2,17.2,5,173.5,16,15,2,3,2,36-45,High,No,Yes
EMP-07315,37,Female,"Sales Executive",6517,3,3,46.8,2,153.7,14,12,2,2,2,36-45,Medium,No,Yes
EMP-07318,42,Male,"HR Specialist",11503,3,3,10.6,2,173,19,12,3,2,2,36-45,High,No,Yes
EMP-07319,38,Male,"Software Engineer",6578,1,3,2.2,5,212.8,18,13,5,5,2,36-45,Medium,Yes,Yes
EMP-07325,37,Male,Manager,9707,3,2,8,6,187.6,17,11,4,1,2,36-45,High,No,Yes
EMP-07332,54,Male,"Data Scientist",10909,2,2,16.3,8,156.4,28,19,4,5,2,45+,High,No,Yes
EMP-07343,43,Male,Manager,8413,4,4,20,3,184.6,14,13,3,2,2,36-45,Medium,No,Yes
EMP-07362,46,Female,"Data Scientist",11073,2,3,4,2,201.7,25,11,3,3,2,45+,High,Yes,Yes
EMP-07370,39,Female,"HR Specialist",8675,4,2,12.7,2,196.3,15,10,1,4,2,36-45,Medium,No,Yes
EMP-07378,42,Female,Manager,8530,3,1,20.9,3,147.1,14,14,0,2,2,36-45,Medium,No,Yes
EMP-07381,30,Female,"HR Specialist",6294,2,4,10.8,6,185.9,10,8,4,3,2,26-35,Medium,No,Yes
EMP-07387,42,Male,"Data Scientist",8008,2,3,8.8,2,178.7,18,13,6,4,2,36-45,Medium,No,Yes
EMP-07391,36,Female,"HR Specialist",10662,3,1,15.9,6,150.5,10,10,6,4,2,36-45,High,No,Yes
EMP-07402,37,Male,Analyst,8024,3,1,21.9,7,158,10,6,4,3,2,36-45,Medium,No,Yes
EMP-07417,52,Male,"Software Engineer",10073,4,4,2.4,7,211.4,31,30,2,5,2,45+,High,Yes,Yes
EMP-07427,46,Male,Analyst,9877,4,3,10.3,8,188.7,24,18,2,2,2,45+,High,No,Yes
EMP-07428,42,Male,"Software Engineer",8602,3,1,18.7,2,169.4,20,17,3,3,2,36-45,Medium,No,Yes
EMP-07434,34,Female,"Sales Executive",8201,2,2,7.2,7,176.7,8,8,6,5,2,26-35,Medium,No,Yes
EMP-07436,34,Female,"Software Engineer",7281,2,4,15.8,5,201.9,10,9,6,2,2,26-35,Medium,Yes,Yes
EMP-07443,42,Female,"Software Engineer",10379,4,3,6.4,7,188.4,15,14,4,3,2,36-45,High,No,Yes
EMP-07446,34,Male,"Software Engineer",7805,3,1,17.7,7,190.8,12,11,6,3,2,26-35,Medium,No,Yes
EMP-07455,29,Female,"Data Scientist",8077,3,1,9.8,7,199,7,7,6,5,2,26-35,Medium,No,Yes
EMP-07461,37,Female,"Sales Executive",8656,1,4,14.8,6,177.4,10,10,3,3,2,36-45,Medium,No,Yes
EMP-07465,50,Male,Manager,10746,1,3,4,2,198.2,21,17,5,4,2,45+,High,No,Yes
EMP-07467,36,Female,"Sales Executive",7503,1,2,8.1,5,155.3,6,4,2,2,2,36-45,Medium,No,Yes
EMP-07473,31,Male,Manager,5142,3,3,8.1,5,168.4,8,8,5,3,2,26-35,Medium,No,Yes
EMP-07482,38,Female,Manager,10088,2,1,8.4,5,121.6,13,10,6,4,2,36-45,High,No,Yes
EMP-07492,30,Male,"Data Scientist",5850,2,1,7.9,7,125.5,7,7,3,3,2,26-35,Medium,No,Yes
EMP-07508,38,Female,"Data Scientist",7695,3,3,1.2,6,150.3,14,13,6,5,2,36-45,Medium,No,Yes
EMP-07512,33,Male,"Sales Executive",6292,2,3,25.1,6,132.1,12,11,5,2,2,26-35,Medium,No,Yes
EMP-07518,33,Female,"Sales Executive",8433,3,2,1,7,197.9,9,8,3,3,2,26-35,Medium,No,Yes
EMP-07521,52,Male,Manager,12414,3,2,4.7,4,146.5,10,10,6,3,2,45+,High,No,Yes
EMP-07522,50,Male,Analyst,8931,3,4,4,7,173,27,26,5,3,2,45+,Medium,No,Yes
EMP-07526,36,Male,"Software Engineer",6288,3,3,14.3,6,170.4,9,9,2,3,2,36-45,Medium,No,Yes
EMP-07528,41,Male,"HR Specialist",9001,3,2,8.2,4,169.5,15,8,5,1,2,36-45,High,No,Yes
EMP-07531,31,Female,"HR Specialist",6895,4,2,10.9,5,159.8,9,9,5,1,2,26-35,Medium,No,Yes
EMP-07533,35,Male,"HR Specialist",11404,3,2,15,5,178.5,12,8,0,3,2,26-35,High,No,Yes
EMP-07556,37,Female,"HR Specialist",8472,1,2,3.9,7,177.7,13,10,6,5,2,36-45,Medium,No,Yes
EMP-07557,36,Male,Manager,10894,2,2,10.2,5,161.3,9,9,2,3,2,36-45,High,No,Yes
EMP-07559,37,Female,"Data Scientist",10003,3,1,7.2,2,168.6,17,16,5,3,2,36-45,High,No,Yes
EMP-07566,37,Male,"Data Scientist",8209,2,3,7.2,3,198.5,12,12,5,5,2,36-45,Medium,No,Yes
EMP-07570,38,Male,Analyst,7189,4,3,12.2,2,188.5,11,11,4,3,2,36-45,Medium,No,Yes
EMP-07572,31,Female,Analyst,9391,3,2,9.2,2,158.7,9,8,0,4,2,26-35,High,No,Yes
EMP-07586,40,Male,"Software Engineer",11754,1,2,10.1,2,213.5,7,7,0,4,2,36-45,High,Yes,Yes
EMP-07591,39,Male,Analyst,10738,3,3,5.5,3,162.4,15,14,4,3,2,36-45,High,No,Yes
EMP-07592,28,Female,"Sales Executive",4679,1,1,11,5,195.3,1,1,1,3,2,26-35,Low,No,No
EMP-07597,45,Male,Analyst,8723,4,2,2.7,3,200.2,12,9,0,3,2,36-45,Medium,Yes,Yes
EMP-07604,36,Male,Analyst,5772,3,3,30.3,4,169.1,14,10,5,5,2,36-45,Medium,No,Yes
EMP-07605,41,Female,"HR Specialist",9017,2,3,10,5,173.9,12,12,5,3,2,36-45,High,No,Yes
EMP-07615,41,Male,"HR Specialist",11939,3,1,9.4,6,208,13,10,3,1,2,36-45,High,Yes,Yes
EMP-07617,38,Female,"Sales Executive",10206,3,2,1.4,4,156.9,14,14,6,3,2,36-45,High,No,Yes
EMP-07623,35,Female,"Data Scientist",8775,2,3,17.6,2,174.7,15,7,3,3,2,26-35,Medium,No,Yes
EMP-07628,46,Female,"Sales Executive",8645,2,4,13.1,6,125.4,17,15,2,2,2,45+,Medium,No,Yes
EMP-07633,36,Male,Manager,6532,1,4,3.1,8,143.6,15,11,0,4,2,36-45,Medium,No,Yes
EMP-07634,37,Male,"Sales Executive",6440,3,3,4.1,4,161.5,13,9,5,4,2,36-45,Medium,No,Yes
EMP-07635,39,Male,"Sales Executive",9993,3,3,9,8,146.1,17,11,0,3,2,36-45,High,No,Yes
EMP-07636,39,Female,"Sales Executive",7674,3,2,11.3,4,173.7,11,11,3,3,2,36-45,Medium,No,Yes
EMP-07637,40,Female,Analyst,12015,2,2,10.3,4,171.4,13,7,5,3,2,36-45,High,No,Yes
EMP-07679,43,Female,"HR Specialist",6879,1,2,10.5,4,164.7,21,12,4,4,2,36-45,Medium,No,Yes
EMP-07680,40,Male,"Data Scientist",8085,3,3,22.9,4,195.1,18,14,2,3,2,36-45,Medium,No,Yes
EMP-07683,34,Male,"HR Specialist",9036,1,2,19.2,4,185.4,8,4,5,3,2,26-35,High,No,Yes
EMP-07696,25,Male,Manager,5745,2,1,24.3,5,199.8,2,2,0,3,2,18-25,Medium,No,No
EMP-07713,36,Male,"Data Scientist",7290,2,2,24.7,3,134.8,12,10,5,5,2,36-45,Medium,No,Yes
EMP-07721,29,Male,"HR Specialist",9997,2,2,5.4,5,202.1,8,8,4,1,2,26-35,High,Yes,Yes
EMP-07724,36,Male,"Sales Executive",6781,3,2,2.7,8,207.1,11,10,3,4,2,36-45,Medium,Yes,Yes
EMP-07740,49,Male,Manager,11993,2,2,1.8,6,193.9,14,10,6,3,2,45+,High,No,Yes
EMP-07767,41,Female,"HR Specialist",8137,3,3,7.3,6,185.8,13,11,1,2,2,36-45,Medium,No,Yes
EMP-07773,34,Male,"Software Engineer",5667,1,3,18.8,7,206.2,10,9,1,4,2,26-35,Medium,Yes,Yes
EMP-07778,44,Male,Analyst,8418,1,3,8.9,8,137.2,17,15,3,5,2,36-45,Medium,No,Yes
EMP-07787,42,Female,"HR Specialist",10838,3,4,14,6,123,16,15,4,5,2,36-45,High,No,Yes
EMP-07789,44,Male,Analyst,10810,4,2,13.6,7,180.5,18,11,6,3,2,36-45,High,No,Yes
EMP-07800,43,Male,"Software Engineer",10276,1,2,4.8,5,175.5,11,5,3,1,2,36-45,High,No,Yes
EMP-07805,41,Female,"Data Scientist",11826,2,4,7.3,2,161.5,15,13,6,1,2,36-45,High,No,Yes
EMP-07812,34,Male,Manager,9632,1,2,6,7,189.6,6,5,4,3,2,26-35,High,No,Yes
EMP-07820,38,Female,"Data Scientist",9387,2,2,9.3,4,169,13,6,2,4,2,36-45,High,No,Yes
EMP-07830,44,Female,"HR Specialist",9445,2,1,10,3,175.6,22,22,6,4,2,36-45,High,No,Yes
EMP-07841,38,Male,"Software Engineer",7357,1,2,12.7,4,175,13,11,2,3,2,36-45,Medium,No,Yes
EMP-07842,40,Female,"HR Specialist",9631,4,3,10,3,174,18,18,4,3,2,36-45,High,No,Yes
EMP-07843,39,Male,"HR Specialist",7924,3,3,13.5,5,162.2,12,12,1,4,2,36-45,Medium,No,Yes
EMP-07862,43,Male,"Sales Executive",9765,1,2,5.5,3,213.4,14,5,1,3,2,36-45,High,Yes,Yes
EMP-07864,44,Female,Manager,9670,2,3,5.2,7,162.4,23,14,4,3,2,36-45,High,No,Yes
EMP-07865,34,Female,Manager,8807,1,2,17.8,8,141.9,13,8,0,2,2,26-35,Medium,No,Yes
EMP-07869,50,Female,Analyst,8213,1,2,6.8,5,168.5,27,13,4,2,2,45+,Medium,No,Yes
EMP-07878,46,Male,Analyst,9612,2,2,5.8,4,231.2,17,16,6,2,2,45+,High,Yes,Yes
EMP-07891,49,Male,Manager,10551,2,3,17.1,3,145.9,13,9,3,5,2,45+,High,No,Yes
EMP-07912,44,Male,Analyst,9419,2,4,4.9,7,169.2,17,15,5,4,2,36-45,High,No,Yes
EMP-07921,40,Female,"Data Scientist",11216,2,4,17.8,3,148.9,17,17,5,1,2,36-45,High,No,Yes
EMP-07938,35,Female,"HR Specialist",7338,3,3,14.4,7,179.6,10,9,5,4,2,26-35,Medium,No,Yes
EMP-07939,46,Female,"HR Specialist",7773,3,1,8.3,5,168.2,22,11,3,3,2,45+,Medium,No,Yes
EMP-07945,44,Female,"HR Specialist",11227,2,4,4.6,3,155.2,21,11,0,3,2,36-45,High,No,Yes
EMP-07950,38,Male,Analyst,8993,4,2,16.6,5,153.5,11,11,3,4,2,36-45,Medium,No,Yes
EMP-07956,31,Male,"Data Scientist",5663,1,2,19.1,3,186.7,7,4,5,3,2,26-35,Medium,No,Yes
EMP-07959,48,Female,"HR Specialist",11686,4,3,5.1,6,143.3,17,17,3,3,2,45+,High,No,Yes
EMP-07966,40,Male,Manager,10197,3,2,8.1,3,207.3,12,8,6,2,2,36-45,High,Yes,Yes
EMP-07967,36,Female,Analyst,10573,2,2,3.2,5,225.1,10,7,1,3,2,36-45,High,Yes,Yes
EMP-07984,33,Female,"HR Specialist",8199,1,3,12.7,7,185.6,10,9,1,3,2,26-35,Medium,No,Yes
EMP-07989,51,Female,Analyst,10619,3,3,11,7,183.8,21,18,1,3,2,45+,High,No,Yes
EMP-08003,42,Female,Analyst,8910,3,2,7.4,2,154.1,17,13,3,1,2,36-45,Medium,No,Yes
EMP-08014,51,Female,"Software Engineer",9767,1,2,6.8,7,202.3,24,18,1,1,2,45+,High,Yes,Yes
EMP-08015,39,Male,"HR Specialist",6728,2,4,5.1,7,163.1,14,10,0,5,2,36-45,Medium,No,Yes
EMP-08030,42,Male,"Data Scientist",9153,4,2,5.5,4,230.9,14,13,2,3,2,36-45,High,Yes,Yes
EMP-08040,33,Female,"Software Engineer",8693,2,2,4,4,184.6,11,9,3,5,2,26-35,Medium,No,Yes
EMP-08042,36,Male,"HR Specialist",9417,1,4,1,7,143.5,15,12,3,2,2,36-45,High,No,Yes
EMP-08044,38,Male,Analyst,7778,2,4,29.7,3,130.4,15,14,1,3,2,36-45,Medium,No,Yes
EMP-08046,47,Female,"HR Specialist",8104,2,2,18,7,180.3,26,23,5,3,2,45+,Medium,No,Yes
EMP-08050,41,Male,Analyst,11093,2,3,4.9,6,154.2,21,19,3,3,2,36-45,High,No,Yes
EMP-08052,37,Male,Manager,8745,3,2,6.3,2,162.8,16,16,1,4,2,36-45,Medium,No,Yes
EMP-08057,41,Male,Manager,9116,3,4,1.7,3,166.4,14,14,6,2,2,36-45,High,No,Yes
EMP-08059,37,Female,"HR Specialist",6277,3,2,18.9,5,185.6,17,11,1,1,2,36-45,Medium,No,Yes
EMP-08066,31,Female,"HR Specialist",7694,2,3,32.1,6,164.2,8,6,5,2,2,26-35,Medium,No,Yes
EMP-08082,39,Male,Analyst,10134,3,2,13.7,7,205.4,14,7,4,4,2,36-45,High,Yes,Yes
EMP-08090,42,Male,"Sales Executive",10948,1,3,13.9,3,162.9,13,9,1,3,2,36-45,High,No,Yes
EMP-08094,48,Female,"HR Specialist",12812,4,1,23.7,6,186.8,20,8,1,1,2,45+,High,No,Yes
EMP-08097,33,Male,"Software Engineer",8859,2,2,9.4,3,164.9,7,6,3,2,2,26-35,Medium,No,Yes
EMP-08099,41,Female,"Software Engineer",6641,2,3,2.8,7,188.3,17,15,1,4,2,36-45,Medium,No,Yes
EMP-08101,42,Female,"HR Specialist",10715,4,3,12.2,4,120,19,15,0,3,2,36-45,High,No,Yes
EMP-08102,32,Male,"Software Engineer",9540,4,1,11.3,2,202.4,8,7,4,1,2,26-35,High,Yes,Yes
EMP-08122,49,Male,"Sales Executive",12911,2,3,14.8,5,163.6,21,10,0,5,2,45+,High,No,Yes
EMP-08131,37,Female,"Sales Executive",10014,4,2,20.3,5,181.9,13,9,4,4,2,36-45,High,No,Yes
EMP-08134,30,Male,"HR Specialist",6867,1,2,7.1,4,182.8,9,6,0,5,2,26-35,Medium,No,Yes
EMP-08137,53,Female,Analyst,12120,2,3,10.8,5,218.2,18,14,2,4,2,45+,High,Yes,Yes
EMP-08142,42,Female,Manager,8122,3,2,12.7,6,144.6,14,12,0,5,2,36-45,Medium,No,Yes
EMP-08148,22,Male,"HR Specialist",5119,2,1,35.5,5,203.9,0,0,4,4,2,18-25,Medium,Yes,No
EMP-08151,33,Female,"Sales Executive",5642,3,4,17.7,2,183.6,12,11,0,4,2,26-35,Medium,No,Yes
EMP-08153,40,Male,Analyst,9801,2,1,5.7,5,155.6,16,16,6,4,2,36-45,High,No,Yes
EMP-08166,36,Male,Analyst,9791,2,3,1.4,5,206.4,11,9,1,3,2,36-45,High,Yes,Yes
EMP-08171,37,Male,"HR Specialist",10831,1,4,4.9,2,206.4,16,11,2,2,2,36-45,High,Yes,Yes
EMP-08172,53,Female,"Data Scientist",11429,3,3,21.5,3,182.8,15,15,5,4,2,45+,High,No,Yes
EMP-08178,52,Female,"Data Scientist",8508,2,1,13.2,8,145,23,21,5,3,2,45+,Medium,No,Yes
EMP-08179,45,Male,Manager,7492,4,3,6.7,5,217.2,13,12,5,3,2,36-45,Medium,Yes,Yes
EMP-08180,47,Female,"Software Engineer",9541,2,3,7.4,3,185.6,19,8,0,3,2,45+,High,No,Yes
EMP-08182,34,Female,Manager,6619,4,3,13,3,197.9,13,13,1,3,2,26-35,Medium,No,Yes
EMP-08186,35,Male,Manager,10272,1,3,6.6,7,149.9,10,10,2,4,2,26-35,High,No,Yes
EMP-08193,38,Female,"HR Specialist",6702,3,3,39,4,194.1,11,10,3,4,2,36-45,Medium,No,Yes
EMP-08195,51,Female,"HR Specialist",9323,4,2,3.7,6,155.7,11,11,5,3,2,45+,High,No,Yes
EMP-08200,38,Female,"HR Specialist",10432,3,4,1.8,3,194,14,12,0,3,2,36-45,High,No,Yes
EMP-08208,38,Male,"Software Engineer",7415,2,1,16.6,5,159.4,15,12,1,3,2,36-45,Medium,No,Yes
EMP-08223,35,Male,"HR Specialist",6489,2,1,1.3,3,154.6,13,6,0,4,2,26-35,Medium,No,Yes
EMP-08226,32,Male,"Data Scientist",10411,2,2,5.7,5,161.5,10,10,4,2,2,26-35,High,No,Yes
EMP-08229,43,Female,Analyst,11936,3,1,6.9,5,161.5,23,15,2,2,2,36-45,High,No,Yes
EMP-08244,40,Female,Manager,11186,1,2,3.1,4,216.9,11,7,5,5,2,36-45,High,Yes,Yes
EMP-08251,45,Female,"Software Engineer",10322,2,4,13.9,6,184.1,9,9,4,5,2,36-45,High,No,Yes
EMP-08256,56,Female,Analyst,10512,2,2,11.3,7,178.1,27,14,2,5,2,45+,High,No,Yes
EMP-08260,42,Female,"HR Specialist",10349,4,3,13.9,4,150.9,22,21,4,4,2,36-45,High,No,Yes
EMP-08268,30,Male,Manager,6839,2,3,15.4,7,203.1,7,7,5,2,2,26-35,Medium,Yes,Yes
EMP-08284,44,Female,"Software Engineer",9099,2,2,2.7,2,188.7,9,8,1,2,2,36-45,High,No,Yes
EMP-08288,36,Female,"Data Scientist",9808,3,1,10.9,6,159.1,12,8,5,4,2,36-45,High,No,Yes
EMP-08300,43,Female,"Software Engineer",8450,3,2,9.6,8,218.8,16,12,0,2,2,36-45,Medium,Yes,Yes
EMP-08304,52,Male,"HR Specialist",11049,4,1,18.8,3,120,15,15,2,2,2,45+,High,No,Yes
EMP-08307,34,Male,Manager,6504,2,1,12.2,6,190.2,5,4,3,3,2,26-35,Medium,No,Yes
EMP-08308,45,Female,"Data Scientist",10336,3,2,6.4,6,202,17,17,6,3,2,36-45,High,Yes,Yes
EMP-08316,34,Female,Manager,8135,2,3,12,3,186.4,10,9,5,5,2,26-35,Medium,No,Yes
EMP-08320,52,Female,"HR Specialist",10409,1,4,5.1,3,152.4,18,9,3,3,2,45+,High,No,Yes
EMP-08324,32,Male,"HR Specialist",5927,3,2,18.1,4,204.9,11,10,1,3,2,26-35,Medium,Yes,Yes
EMP-08326,38,Female,Manager,9066,1,3,7.6,4,162.1,11,11,2,3,2,36-45,High,No,Yes
EMP-08338,36,Male,Manager,5814,3,2,6.2,5,171.3,14,8,4,3,2,36-45,Medium,No,Yes
EMP-08342,41,Female,"Data Scientist",9604,2,2,12.9,5,204.4,6,5,6,4,2,36-45,High,Yes,Yes
EMP-08344,40,Female,"HR Specialist",7216,2,2,7.9,3,151.3,13,9,3,3,2,36-45,Medium,No,Yes
EMP-08372,44,Male,"Software Engineer",8058,3,4,4.7,3,164.1,16,16,4,3,2,36-45,Medium,No,Yes
EMP-08375,47,Male,"Sales Executive",12032,4,3,9.1,3,172.3,15,12,5,3,2,45+,High,No,Yes
EMP-08397,46,Female,Analyst,9268,3,4,1,6,182.3,11,11,6,3,2,45+,High,No,Yes
EMP-08403,50,Female,"Data Scientist",9571,4,2,10.9,6,189,28,28,6,3,2,45+,High,No,Yes
EMP-08413,51,Male,"HR Specialist",10637,4,2,9.9,6,209.1,10,10,3,5,2,45+,High,Yes,Yes
EMP-08429,41,Female,Manager,9125,2,4,11.2,3,135,19,12,5,3,2,36-45,High,No,Yes
EMP-08430,43,Female,"Sales Executive",9386,3,4,5.9,5,145.6,22,14,0,3,2,36-45,High,No,Yes
EMP-08443,39,Male,"Software Engineer",6511,3,3,10.6,5,173.6,17,11,6,1,2,36-45,Medium,No,Yes
EMP-08447,43,Male,"Data Scientist",10532,3,1,12,5,154.1,17,11,1,3,2,36-45,High,No,Yes
EMP-08448,40,Female,"Software Engineer",11296,4,3,18.5,5,145.7,19,15,4,3,2,36-45,High,No,Yes
EMP-08452,34,Male,Analyst,10262,3,3,4.9,6,197.3,12,11,5,3,2,26-35,High,No,Yes
EMP-08475,41,Female,"Sales Executive",9551,2,4,1.5,8,161.3,21,14,3,4,2,36-45,High,No,Yes
EMP-08479,38,Female,"HR Specialist",8109,2,2,4.1,8,185.4,11,8,4,1,2,36-45,Medium,No,Yes
EMP-08488,50,Female,Analyst,13113,4,3,2.3,5,158.3,29,26,2,4,2,45+,High,No,Yes
EMP-08492,48,Male,"Software Engineer",12269,2,2,18.9,3,226.8,4,4,6,4,2,45+,High,Yes,Yes
EMP-08516,42,Male,Manager,7357,1,4,3.2,6,193.5,19,12,1,3,2,36-45,Medium,No,Yes
EMP-08532,32,Male,"Sales Executive",9023,1,2,6.8,4,188.6,7,6,0,2,2,26-35,High,No,Yes
EMP-08537,34,Female,"Sales Executive",9831,4,1,1.7,5,211.4,10,9,4,3,2,26-35,High,Yes,Yes
EMP-08541,37,Female,"Software Engineer",8061,2,3,9.4,5,209.8,14,10,6,3,2,36-45,Medium,Yes,Yes
EMP-08548,41,Female,"Software Engineer",8547,3,3,1.5,7,201.9,15,9,2,5,2,36-45,Medium,Yes,Yes
EMP-08556,40,Female,Analyst,8424,2,3,21.2,7,141.3,8,8,3,1,2,36-45,Medium,No,Yes
EMP-08558,46,Male,Manager,9080,3,3,8.2,5,190.8,11,10,3,2,2,45+,High,No,Yes
EMP-08573,42,Female,"HR Specialist",10436,2,2,15.6,4,170.7,14,7,3,4,2,36-45,High,No,Yes
EMP-08574,39,Male,Manager,10168,1,4,6,6,131.7,12,9,3,3,2,36-45,High,No,Yes
EMP-08576,40,Female,Analyst,9221,1,1,7.6,7,142.8,10,6,0,2,2,36-45,High,No,Yes
EMP-08579,37,Female,"Data Scientist",9285,4,1,9.1,5,169.4,10,9,3,3,2,36-45,High,No,Yes
EMP-08586,30,Female,"Data Scientist",5566,2,3,5.1,8,218.6,9,8,1,3,2,26-35,Medium,Yes,Yes
EMP-08589,34,Male,"Data Scientist",7052,2,4,19,6,186,11,9,2,3,2,26-35,Medium,No,Yes
EMP-08596,27,Female,"Sales Executive",6531,1,2,10.4,6,162.8,5,5,3,5,2,26-35,Medium,No,Yes
EMP-08598,48,Male,"Sales Executive",8480,3,4,22.5,7,176.2,28,24,3,3,2,45+,Medium,No,Yes
EMP-08599,45,Male,"Software Engineer",10337,3,1,25.1,8,191.2,13,8,6,2,2,36-45,High,No,Yes
EMP-08616,33,Female,"HR Specialist",6172,1,3,3.9,3,157.2,11,7,5,3,2,26-35,Medium,No,Yes
EMP-08622,52,Female,"Sales Executive",12682,2,3,4.4,2,161.8,21,16,3,2,2,45+,High,No,Yes
EMP-08633,42,Female,Manager,10000,3,3,7.7,5,155.2,21,10,2,3,2,36-45,High,No,Yes
EMP-08635,37,Male,"Software Engineer",7877,2,3,4.7,3,177.8,10,9,1,3,2,36-45,Medium,No,Yes
EMP-08638,42,Male,"Sales Executive",9703,3,3,8.2,2,179.5,14,13,6,2,2,36-45,High,No,Yes
EMP-08645,41,Male,Manager,7949,4,2,1.9,6,161,19,12,3,3,2,36-45,Medium,No,Yes
EMP-08653,36,Male,"Sales Executive",9351,1,2,10.4,2,184.4,9,5,0,3,2,36-45,High,No,Yes
EMP-08661,44,Female,Analyst,8562,1,2,9.7,4,167.4,5,4,6,5,2,36-45,Medium,No,Yes
EMP-08668,53,Male,"Software Engineer",9700,3,4,11.1,2,168.5,24,23,3,1,2,45+,High,No,Yes
EMP-08675,39,Male,"Software Engineer",9653,2,2,1.6,7,157.9,13,7,4,3,2,36-45,High,No,Yes
EMP-08678,28,Female,Analyst,5874,1,2,23.3,4,190.4,4,1,6,2,2,26-35,Medium,No,No
EMP-08682,46,Female,Analyst,10713,1,2,5.4,7,158.8,12,9,4,3,2,45+,High,No,Yes
EMP-08689,35,Female,"Software Engineer",8423,4,1,5.2,3,219.1,11,9,6,3,2,26-35,Medium,Yes,Yes
EMP-08690,44,Female,Manager,10922,3,3,3.1,7,185.2,18,13,3,3,2,36-45,High,No,Yes
EMP-08694,41,Female,Manager,9898,2,2,14.7,5,151.6,19,7,5,3,2,36-45,High,No,Yes
EMP-08696,29,Male,"HR Specialist",8194,1,2,1,4,223.6,8,3,2,3,2,26-35,Medium,Yes,Yes
EMP-08699,27,Female,"HR Specialist",9569,2,2,19.7,7,169.2,5,5,5,3,2,26-35,High,No,Yes
EMP-08701,36,Male,"Sales Executive",6698,2,3,5,2,147.3,10,9,4,3,2,36-45,Medium,No,Yes
EMP-08707,42,Male,Analyst,7661,2,2,7.5,5,169.2,15,15,4,5,2,36-45,Medium,No,Yes
EMP-08714,45,Male,Manager,10632,3,2,5.3,6,195.7,21,14,2,2,2,36-45,High,No,Yes
EMP-08720,42,Female,"Data Scientist",11281,2,2,11.4,8,171.6,14,14,2,3,2,36-45,High,No,Yes
EMP-08723,39,Female,Manager,7967,4,3,25.9,6,186.1,13,13,4,3,2,36-45,Medium,No,Yes
